parent_speech,counter_speech,response,original_cn_id,original_hateSpeech,original_counterSpeech,original_hsType,original_hsSubType,original_cnType,original_age,original_gender,original_educationLevel
hate speech,counter hate speech,"Hate speech, because it promotes hate and spreads negative stereotypes about Islam and Muslims without any basis.--Counter hate speech, because it challenges the negative narrative presented in the previous speech by suggesting that only ignorant individuals would be against Islam and Muslims, thereby promoting empathy and understanding.",ENT1ST0008HS0056CN000418P1,"If you support Islam and Muslims, it is because you do not know what they really are.",The only ones against Islam and Muslims are the ones that that are ignorant about what it truly is.,Islamophobia,culture,denouncing,50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it implies that only those who are ignorant or unintelligent would support Islam and Muslims, which is insulting and promotes hate based on religion.--Counter hate speech, because it challenges the negative narrative of the previous speech by suggesting that only those ignorant about Islam and Muslims would be against them, promoting empathy and understanding rather than inciting hate.",ENT1ST0008HS0056CN000418P2,Only who cannot understand what Islam and Muslims really are can support it.,The only ones against Islam and Muslims are the ones that that are ignorant about what it truly is.,Islamophobia,culture,denouncing,50,male,Bachelor
hate speech,counter hate speech,"hate speech, because it promotes hate and discrimination based on religion by implying that only ignorant individuals would support Islam and Muslims.--counter hate speech, because it challenges the previous hate speech by asking for clarification and prompting a discussion rather than perpetuating hate towards a specific group.",ENT1ST0008HS0056CN000419,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,What do you think it is then?,Islamophobia,culture,question,25,male,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and prejudice towards Islam and Muslims based on their religion.--Counter hate speech, because it challenges the previous hate speech by asking for clarification and prompting a discussion rather than promoting further hate or prejudice.",ENT1ST0008HS0056CN000419P1,"If you support Islam and Muslims, it is because you do not know what they really are.",What do you think it is then?,Islamophobia,culture,question,25,male,Master
neutral speech,neutral speech,"Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or harm based on any of the protected characteristics mentioned in the definitions. It simply questions the understanding of Islam and Muslims.--Neutral speech, because the statement is neutral and does not contain any elements of hate, violence, or harm towards any specific group based on the provided definitions. It is a simple question seeking clarification.",ENT1ST0008HS0056CN000419P2,Only who cannot understand what Islam and Muslims really are can support it.,What do you think it is then?,Islamophobia,culture,question,25,male,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and discrimination based on religion by implying that only ignorant individuals would support Islam and Muslims.--Counter hate speech, because it challenges the hateful narrative by emphasizing the diversity within religions and acknowledging that followers can practice peacefully or harmfully.",ENT1ST0008HS0056CN000420,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,"What it really is is up for interpretation. Religions are practiced differently by different followers. Like any religion, some people follow it peacefully and some use it for their own means.",Islamophobia,culture,facts,21,female,Master
hate speech,counter hate speech,"Hate speech, because it insults and promotes hate towards a specific religion (Islam) and its followers (Muslims).--Counter hate speech, because it challenges the hate narrative by emphasizing the diversity within religions and acknowledging that followers can practice peacefully or harmfully.",ENT1ST0008HS0056CN000420P1,"If you support Islam and Muslims, it is because you do not know what they really are.","What it really is is up for interpretation. Religions are practiced differently by different followers. Like any religion, some people follow it peacefully and some use it for their own means.",Islamophobia,culture,facts,21,female,Master
hate speech,counter hate speech,"Hate speech, because it implies that only those who are ignorant or unintelligent would support Islam and Muslims, which is insulting and promotes hate based on religion.--Counter hate speech, because it challenges the negative generalization made in the previous speech by highlighting the diversity within religions and acknowledging that followers can practice peacefully or harmfully.",ENT1ST0008HS0056CN000420P2,Only who cannot understand what Islam and Muslims really are can support it.,"What it really is is up for interpretation. Religions are practiced differently by different followers. Like any religion, some people follow it peacefully and some use it for their own means.",Islamophobia,culture,facts,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and discrimination based on religion by implying that only ignorant individuals would support Islam and Muslims.--Counter hate speech, because it challenges the hate speech directed towards Islam and Muslims by suggesting that those intolerant of them may be the ones who are ignorant about the religion. It responds with empathy and seeks to challenge the negative narrative.",ENT1ST0008HS0056CN000421,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,Maybe the ones intolerant of Islam and Muslims are the ones that are ignorant about what it truly is?,Islamophobia,culture,denouncing,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and prejudice towards Islam and Muslims based on their religion.--Counter hate speech, because it challenges the hate narrative of the previous speech by suggesting that intolerance towards Islam and Muslims may stem from ignorance. It encourages empathy and understanding rather than promoting hate.",ENT1ST0008HS0056CN000421P1,"If you support Islam and Muslims, it is because you do not know what they really are.",Maybe the ones intolerant of Islam and Muslims are the ones that are ignorant about what it truly is?,Islamophobia,culture,denouncing,21,female,Master
neutral speech,neutral speech,"Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or harm based on any of the specified categories. It simply questions the understanding of Islam and Muslims.--Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or harm based on any of the specified categories. It questions the understanding of Islam and Muslims without promoting hate or violence.",ENT1ST0008HS0056CN000421P2,Only who cannot understand what Islam and Muslims really are can support it.,Maybe the ones intolerant of Islam and Muslims are the ones that are ignorant about what it truly is?,Islamophobia,culture,denouncing,21,female,Master
hate speech,counter hate speech,"hate speech, because it promotes hate and discrimination based on religion by implying that only ignorant people would support Islam and Muslims.--counter hate speech, because it challenges the previous hate speech by questioning the assumption that only ignorant people support Islam and Muslims, and instead highlights that those who study and practice Islam may have a deeper understanding of it.",ENT1ST0008HS0056CN000422,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,"What, you mean the people who spend their lives reading, learning and practicing Islam do not know what its really about?",Islamophobia,culture,question,50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes hate and prejudice towards Islam and Muslims based on their religion.--Counter hate speech, because it challenges the hate narrative of the previous speech by questioning the ignorance implied in the statement and promoting understanding and empathy towards Islam and Muslims.",ENT1ST0008HS0056CN000422P1,"If you support Islam and Muslims, it is because you do not know what they really are.","What, you mean the people who spend their lives reading, learning and practicing Islam do not know what its really about?",Islamophobia,culture,question,50,male,Bachelor
neutral speech,neutral speech,"Neutral speech, because the statement does not insult, promote hate, or incite violence based on any specific characteristic such as race, gender, ethnicity, religion, etc. It simply questions the understanding of Islam and Muslims.--Neutral speech, because the statement is not promoting hate or inciting violence based on any specific characteristic. It is questioning the assumption made in the previous statement without targeting any specific group for hate or harm.",ENT1ST0008HS0056CN000422P2,Only who cannot understand what Islam and Muslims really are can support it.,"What, you mean the people who spend their lives reading, learning and practicing Islam do not know what its really about?",Islamophobia,culture,question,50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it expresses hate and promotes discrimination based on religion (Islam) by implying that only ignorant people would support it.--Counter hate speech, because it challenges the previous hate speech by highlighting the diversity and inclusivity of Islam as a faith followed by millions of people from various backgrounds.",ENT1ST0008HS0056CN000423,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,"What, a faith of hundreds of millions of people from all walks of life?",Islamophobia,culture,"facts , question",25,male,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and spreads negative stereotypes about Islam and Muslims without any basis.--Counter hate speech, because it challenges the negative stereotype presented in the previous hate speech by highlighting the diversity and inclusivity of Islam as a faith followed by millions of people from various backgrounds.",ENT1ST0008HS0056CN000423P1,"If you support Islam and Muslims, it is because you do not know what they really are.","What, a faith of hundreds of millions of people from all walks of life?",Islamophobia,culture,"facts , question",25,male,Master
neutral speech,neutral speech,"Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or harm based on any specific characteristic such as race, gender, ethnicity, religion, etc. It simply questions the understanding of Islam and Muslims.--Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or harm based on any specific characteristic such as race, gender, ethnicity, religion, etc. It simply acknowledges the diversity within a faith.",ENT1ST0008HS0056CN000423P2,Only who cannot understand what Islam and Muslims really are can support it.,"What, a faith of hundreds of millions of people from all walks of life?",Islamophobia,culture,"facts , question",25,male,Master
neutral speech,neutral speech,"Neutral speech, because the statement simply mentions a fact without expressing hate, promoting violence, or inciting harm towards any specific group based on race, gender, ethnicity, religion, nationality, sexual orientation, disability status, or caste.--Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or serious harm based on any of the specified categories. It simply questions the comparison of punishments in religious texts.",ENT1ST0008HS0057CN000288,There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,I do not think any other religious text has such a punishment. What is your point?,Islamophobia,culture,question,22,female,Master
neutral speech,neutral speech,"Neutral speech, because the statement is a factual reference to a religious text without expressing hate, inciting violence, or promoting harm towards any specific group.--Neutral speech, because the statement does not insult, promote hate, incite violence, or harm based on any specific characteristic. It simply questions the comparison of punishments in religious texts.",ENT1ST0008HS0057CN000288P1,The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.,I do not think any other religious text has such a punishment. What is your point?,Islamophobia,culture,question,22,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes and normalizes bestiality, which is a form of serious harm and goes against societal norms and values.--Counter hate speech, because it challenges the normalization of bestiality mentioned in the previous speech by questioning the punishment in other religious texts and prompting for a discussion or clarification.",ENT1ST0008HS0057CN000288P2,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",I do not think any other religious text has such a punishment. What is your point?,Islamophobia,culture,question,22,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes harm based on sexual orientation by discussing sexual intercourse with an animal.--Counter hate speech, because it challenges the hate speech by expressing doubt and questioning the validity of the hateful content.",ENT1ST0008HS0057CN000289,There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,I feel like you are grasping at straws here with your hate speech.,Islamophobia,culture,denouncing,22,female,Master
neutral speech,neutral speech,"Neutral speech, because the statement is a factual reference to a religious text without expressing hate, inciting violence, or promoting harm towards any specific group.--Neutral speech, because the statement is expressing a personal opinion about the other person's speech without promoting hate, violence, or harm towards any specific group.",ENT1ST0008HS0057CN000289P1,The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.,I feel like you are grasping at straws here with your hate speech.,Islamophobia,culture,denouncing,22,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes and normalizes bestiality which is harmful and offensive.--Counter hate speech, because it challenges the previous hate speech by questioning the validity of the argument without promoting hate or violence.",ENT1ST0008HS0057CN000289P2,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",I feel like you are grasping at straws here with your hate speech.,Islamophobia,culture,denouncing,22,female,Master
neutral speech,neutral speech,"Neutral speech, because the statement simply mentions a fact without expressing hate, promoting violence, or targeting any specific group based on race, gender, ethnicity, religion, nationality, sexual orientation, disability status, or caste.--Neutral speech, because the statement is simply providing clarification and referencing the content of the text without expressing hate, promoting violence, or targeting any specific group based on race, gender, ethnicity, religion, nationality, sexual orientation, disability status, or caste.",ENT1ST0008HS0057CN000290,There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,Did you read the next line? It literally says the punishment and that the person who commits that 'is to be treated like a fornicator'.,Islamophobia,culture,facts,22,female,Master
neutral speech,neutral speech,"Neutral speech, because it is a neutral statement presenting a religious text without promoting hate, violence, or harm towards any group.--Neutral speech, because it is providing additional context and clarification to the previous statement without promoting hate, violence, or harm towards any group.",ENT1ST0008HS0057CN000290P1,The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.,Did you read the next line? It literally says the punishment and that the person who commits that 'is to be treated like a fornicator'.,Islamophobia,culture,facts,22,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes and normalizes bestiality, which is a form of serious harm and violence.--Counter hate speech, because it challenges the normalization of bestiality by providing clarification from the text that actually condemns the act and prescribes a punishment for it.",ENT1ST0008HS0057CN000290P2,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",Did you read the next line? It literally says the punishment and that the person who commits that 'is to be treated like a fornicator'.,Islamophobia,culture,facts,22,female,Master
hate speech,neutral speech,"Hate speech, because it promotes harm and violence by discussing sexual intercourse with animals, which is a form of animal abuse and exploitation.--Neutral speech, because the single word ""What?"" does not express hate, promote violence, or harm based on any of the protected characteristics mentioned in the definitions.",ENT1ST0008HS0057CN000291,There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,What?,Islamophobia,culture,question,25,male,Master
neutral speech,neutral speech,"Neutral speech, because the statement is a factual reference to a religious text without expressing hate, promoting violence, or inciting harm towards any group.--Neutral speech, because the single word ""What?"" does not contain any elements of hate, violence, or harm towards any group. It is a neutral expression that lacks any context to be considered hate speech.",ENT1ST0008HS0057CN000291P1,The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.,What?,Islamophobia,culture,question,25,male,Master
hate speech,neutral speech,"Hate speech, because it promotes harm and violence by discussing a disturbing and illegal act without condemnation.--Neutral speech, as it is a simple expression of confusion and does not contain any hate, violence, or harmful content.",ENT1ST0008HS0057CN000291P2,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",What?,Islamophobia,culture,question,25,male,Master
hate speech,counter hate speech,"Hate speech, because it insults and promotes hate based on religion (Islam).--Counter hate speech, because it challenges the dehumanizing and hateful narrative towards Islam by questioning the portrayal of family in a negative light.",ENT1ST0008HS0061CN000159,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,Since when having family is portrayed in such dehumanizing way?,Islamophobia,culture,denouncing,26,female,Bachelor
hate speech,counter hate speech,"Hate speech, because it insults and promotes hate based on religion by referring to Islam as brainwashing, a horrible cult, and implying negative characteristics about its followers.--Counter hate speech, because it challenges the dehumanizing narrative presented in the previous hate speech by questioning the negative portrayal of having a family within that context.",ENT1ST0008HS0061CN000159P1,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,Since when having family is portrayed in such dehumanizing way?,Islamophobia,culture,denouncing,26,female,Bachelor
hate speech,counter hate speech,"hate speech, because it insults and promotes hate based on religion by dehumanizing and belittling Muslims.--counter hate speech, because it challenges the dehumanizing narrative of the previous hate speech by questioning the portrayal of family in a negative light.",ENT1ST0008HS0061CN000159P2,Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.,Since when having family is portrayed in such dehumanizing way?,Islamophobia,culture,denouncing,26,female,Bachelor
hate speech,counter hate speech,"hate speech, because it promotes hate and insults based on religion (Islam).--counter hate speech, because it challenges the hate speech by providing a different perspective and factual information to counter the negative stereotype against Muslims.",ENT1ST0008HS0061CN000160,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,Are you sure? 12 Muslim Nobel prize winners would suggest otherwise.,Islamophobia,culture,"facts , hypocrisy",21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and derogatory stereotypes based on religion.--Counter hate speech, because it challenges the hate speech by providing a different perspective and factual information to counter the negative stereotypes.",ENT1ST0008HS0061CN000160P1,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,Are you sure? 12 Muslim Nobel prize winners would suggest otherwise.,Islamophobia,culture,"facts , hypocrisy",21,female,Master
hate speech,counter hate speech,"Hate speech, because it insults and promotes hate based on religion by dehumanizing Muslims as indoctrinated followers of a sect.--Counter hate speech, because it challenges the negative stereotype and misinformation about Muslims by providing a positive example of Muslim achievement.",ENT1ST0008HS0061CN000160P2,Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.,Are you sure? 12 Muslim Nobel prize winners would suggest otherwise.,Islamophobia,culture,"facts , hypocrisy",21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and dehumanizes individuals based on their religion.--Counter hate speech, because it challenges the hateful and dehumanizing language used in the previous speech and calls for empathy and understanding towards a large group of people based on their religion.",ENT1ST0008HS0061CN000161,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,How can you use such language to describe a religion of 1.6 billion people?,Islamophobia,culture,denouncing,25,male,Master
hate speech,counter hate speech,"Hate speech, because it insults and promotes hate based on religion by referring to Islam as brainwashing and a horrible cult.--Counter hate speech, because it challenges the hate speech directed towards Islam by questioning the use of derogatory language and highlighting the vast number of people who follow the religion.",ENT1ST0008HS0061CN000161P1,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,How can you use such language to describe a religion of 1.6 billion people?,Islamophobia,culture,denouncing,25,male,Master
hate speech,counter hate speech,"hate speech, because it insults and promotes hate based on religion by degrading and stereotyping Muslims.--counter hate speech, because it challenges the hateful speech by questioning the use of derogatory language towards a large group of people based on their religion.",ENT1ST0008HS0061CN000161P2,Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.,How can you use such language to describe a religion of 1.6 billion people?,Islamophobia,culture,denouncing,25,male,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and dehumanizes individuals based on their religion.--Counter hate speech, because it challenges the hate speech by highlighting the offensiveness of targeting any group of people based on their identity. It promotes empathy and calls for reflection on the impact of such discriminatory language.",ENT1ST0008HS0061CN000162,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,Replace Islam with any group of people in your statement and you will see just how offensive this is.,Islamophobia,culture,denouncing,25,male,Master
hate speech,counter hate speech,"Hate speech, because it insults and promotes hate based on religion by referring to Islam as brainwashing and a horrible cult.--Counter hate speech, because it challenges the hate speech by highlighting the offensiveness of targeting a specific group (in this case, Islam) and encourages empathy and understanding.",ENT1ST0008HS0061CN000162P1,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,Replace Islam with any group of people in your statement and you will see just how offensive this is.,Islamophobia,culture,denouncing,25,male,Master
hate speech,counter hate speech,"hate speech, because it insults and promotes hate based on religion by dehumanizing and stereotyping Muslims.--counter hate speech, because it challenges the hate speech by highlighting the offensiveness of targeting a specific group based on their religion. It encourages empathy and prompts reflection on the impact of such discriminatory statements.",ENT1ST0008HS0061CN000162P2,Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.,Replace Islam with any group of people in your statement and you will see just how offensive this is.,Islamophobia,culture,denouncing,25,male,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and dehumanizes individuals based on their religion.--Counter hate speech, because it challenges the hateful narrative by highlighting the positive contributions of educated individuals from the Muslim community and questions the derogatory generalization made in the previous speech.",ENT1ST0008HS0061CN000163,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,"So, you say that highly educated Muslim doctors, researchers, teachers are brainwashed lunatics? Sorry, but you got this so wrong.",Islamophobia,culture,"denouncing , hypocrisy",26,female,Bachelor
hate speech,counter hate speech,"Hate speech, because it insults and promotes hate based on religion by referring to Islam as brainwashing and a horrible cult.--Counter hate speech, because it challenges the hate speech by questioning the derogatory generalizations made about Muslims and highlighting the positive contributions of educated individuals from the Muslim community.",ENT1ST0008HS0061CN000163P1,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,"So, you say that highly educated Muslim doctors, researchers, teachers are brainwashed lunatics? Sorry, but you got this so wrong.",Islamophobia,culture,"denouncing , hypocrisy",26,female,Bachelor
hate speech,counter hate speech,"Hate speech, because it insults and belittles Muslims based on their religion, which falls under promoting hate based on religion.--Counter hate speech, because it challenges the negative stereotype and misinformation presented in the previous hate speech by highlighting the accomplishments and expertise of Muslims in various fields.",ENT1ST0008HS0061CN000163P2,Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.,"So, you say that highly educated Muslim doctors, researchers, teachers are brainwashed lunatics? Sorry, but you got this so wrong.",Islamophobia,culture,"denouncing , hypocrisy",26,female,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes hate and dehumanizes individuals based on their religion.--Counter hate speech, because it acknowledges the positive contributions of individuals from a specific group (Asians and Muslims) and challenges the negative stereotypes presented in the previous hate speech.",ENT1ST0008HS0061CN000164,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,"A large proportion of NHS workers are Asian, and many Muslim. Without them we would not have a free 24/7 healthcare service.",Islamophobia,culture,facts,21,female,Master
hate speech,counter hate speech,"Hate speech, because it insults and promotes hate based on religion by referring to Islam as brainwashing and a horrible cult.--Counter hate speech, because it challenges the hate narrative by highlighting the positive contribution of Asian and Muslim NHS workers, promoting empathy and understanding.",ENT1ST0008HS0061CN000164P1,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,"A large proportion of NHS workers are Asian, and many Muslim. Without them we would not have a free 24/7 healthcare service.",Islamophobia,culture,facts,21,female,Master
hate speech,counter hate speech,"Hate speech, because it insults and promotes hate based on religion by degrading and stereotyping Muslims.--Counter hate speech, because it acknowledges the positive contribution of a specific group (Asian and Muslim NHS workers) and challenges the negative stereotypes presented in the previous hate speech.",ENT1ST0008HS0061CN000164P2,Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.,"A large proportion of NHS workers are Asian, and many Muslim. Without them we would not have a free 24/7 healthcare service.",Islamophobia,culture,facts,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites violence based on religion (Islam) and makes sweeping negative generalizations about all Muslims.--Counter hate speech, because it challenges the hateful narrative by highlighting positive aspects of Muslims and questioning the negative generalizations made in the previous speech.",ENT1ST0008HS0063CN000305,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",Muslims many times have shown how supportive they are of other communities. It does not sound to me that they want to fight against us and start a war?,Islamophobia,culture,positive,26,female,Bachelor
hate speech,counter hate speech,"hate speech, because it promotes hate and negative stereotypes about Islam, portraying it as a cult of war and violence.--counter hate speech, because it challenges the negative stereotypes and assumptions made in the previous hate speech by highlighting the supportive nature of Muslims towards other communities and questioning the portrayal of Islam as a violent cult.",ENT1ST0008HS0063CN000305P1,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.",Muslims many times have shown how supportive they are of other communities. It does not sound to me that they want to fight against us and start a war?,Islamophobia,culture,positive,26,female,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites violence based on religion and ethnicity.--Counter hate speech, because it challenges the hateful narrative by highlighting the positive contributions and intentions of Muslims, promoting empathy and understanding.",ENT1ST0008HS0063CN000305P2,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.",Muslims many times have shown how supportive they are of other communities. It does not sound to me that they want to fight against us and start a war?,Islamophobia,culture,positive,26,female,Bachelor
hate speech,counter hate speech,"hate speech, because it promotes hate and violence based on religion (Islam) and makes sweeping negative generalizations about all Muslims.--counter hate speech, because it challenges the hateful narrative by questioning the unfounded assumption that all Muslims are prone to violence.",ENT1ST0008HS0063CN000306,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.","My optician seems like a nice fellow, so I wonder why you think he is likley to kick off at a moments notice.",Islamophobia,culture,humor,61,male,Bachelor
hate speech,counter hate speech,"hate speech, because it promotes hate and negative stereotypes about Islam, a religion, based on violence and war.--counter hate speech, because it challenges the stereotype and prejudice implied in the previous hate speech by questioning the unfounded assumption that someone is likely to engage in violence based on their religion.",ENT1ST0008HS0063CN000306P1,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.","My optician seems like a nice fellow, so I wonder why you think he is likley to kick off at a moments notice.",Islamophobia,culture,humor,61,male,Bachelor
hate speech,neutral speech,"Hate speech, because it promotes hate and incites violence based on religion and ethnicity.--Neutral speech, because it does not promote hate or incite violence based on any protected characteristics.",ENT1ST0008HS0063CN000306P2,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.","My optician seems like a nice fellow, so I wonder why you think he is likley to kick off at a moments notice.",Islamophobia,culture,humor,61,male,Bachelor
hate speech,counter hate speech,"hate speech, because it promotes hate and violence based on religion (Islam) and makes sweeping negative generalizations about all Muslims.--counter hate speech, because it challenges the hate speech by quoting a peaceful message from the Quran and promoting a message of empathy and understanding.",ENT1ST0008HS0063CN000307,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",My dentist told me the Quran says: 'GOD does not love the aggressors.'?,Islamophobia,culture,facts,61,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes hate and negative stereotypes about Islam, a religion, by associating it with war and violence.--Counter hate speech, because it challenges the negative narrative about Islam presented in the previous hate speech by quoting a peaceful message from the Quran.",ENT1ST0008HS0063CN000307P1,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.",My dentist told me the Quran says: 'GOD does not love the aggressors.'?,Islamophobia,culture,facts,61,male,Bachelor
hate speech,counter hate speech,"hate speech, because it promotes hate and incites violence based on religion and ethnicity.--counter hate speech, because it challenges the hate narrative by quoting a peaceful message from the Quran and promoting understanding and empathy.",ENT1ST0008HS0063CN000307P2,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.",My dentist told me the Quran says: 'GOD does not love the aggressors.'?,Islamophobia,culture,facts,61,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites violence based on religion (Islam) and makes sweeping negative generalizations about all Muslims.--Counter hate speech, because it challenges the negative generalizations made in the previous hate speech by providing personal experiences that contradict the hateful narrative and encourages a more empathetic and understanding perspective towards Muslims.",ENT1ST0008HS0063CN000308,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.","How did you make that conclusion, by observation or speculation? I personally know many Muslims and they are all very respectful, nice and kind. They also invite me for dinners.",Islamophobia,culture,"humor , positive",29,female,Master
hate speech,counter hate speech,"hate speech, because it promotes hate and negative stereotypes about Islam, inciting violence and promoting discrimination based on religion.--counter hate speech, because it challenges the negative stereotypes and misinformation presented in the previous hate speech by providing personal experiences that contradict the hateful narrative.",ENT1ST0008HS0063CN000308P1,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.","How did you make that conclusion, by observation or speculation? I personally know many Muslims and they are all very respectful, nice and kind. They also invite me for dinners.",Islamophobia,culture,"humor , positive",29,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and incites violence based on religion and ethnicity.--Counter hate speech, because it challenges the hate narrative by providing personal experiences that contradict the negative stereotypes and prejudices expressed in the previous hate speech.",ENT1ST0008HS0063CN000308P2,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.","How did you make that conclusion, by observation or speculation? I personally know many Muslims and they are all very respectful, nice and kind. They also invite me for dinners.",Islamophobia,culture,"humor , positive",29,female,Master
hate speech,counter hate speech,"hate speech, because it promotes hate and violence based on religion (Islam) and makes sweeping negative generalizations about all Muslims.--counter hate speech, because it challenges the hate speech by providing a different perspective on Islam and Muslims, highlighting positive aspects and addressing the negative generalizations made in the previous speech.",ENT1ST0008HS0063CN000309,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.","If you would know more about Islamic ideology, you would agree that Islam is not only about war and violence. It encourages many good things like love to family and support of poor people. You confuse Muslims in general with armed bands!",Islamophobia,culture,positive,24,female,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes hate and negative stereotypes towards Islam, a religion, by associating it with war and violence.--Counter hate speech, because it challenges the negative stereotypes and misinformation presented in the previous hate speech by providing a more balanced and empathetic view of Islam and Muslims.",ENT1ST0008HS0063CN000309P1,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.","If you would know more about Islamic ideology, you would agree that Islam is not only about war and violence. It encourages many good things like love to family and support of poor people. You confuse Muslims in general with armed bands!",Islamophobia,culture,positive,24,female,Bachelor
